Match ID,Match ID URN,Match name,Tournament ID,Tournament name,Category ID,Category name,Sport ID,Sport name
10841234,sr:match:10841234,JK Sillamae Kalev vs. FC Flora Tallinn,sr:tournament:178,Premium Liiga,sr:category:92,Estonia,sr:sport:1,Soccer
10982340,sr:match:10982340,IF Brommapojkarna vs. Aatvidaberg FF,sr:tournament:46,Superettan,sr:category:9,Sweden,sr:sport:1,Soccer
10982346,sr:match:10982346,Varbergs BoIS vs. Dalkurd FF,sr:tournament:46,Superettan,sr:category:9,Sweden,sr:sport:1,Soccer
11365261,sr:match:11365261,Nomme Kalju FC vs. Parnu JK Vaprus,sr:tournament:178,Premium Liiga,sr:category:92,Estonia,sr:sport:1,Soccer
11427861,sr:match:11427861,Mathare United FC vs. Ulinzi Stars FC,sr:tournament:1644,Premier League,sr:category:805,Kenya,sr:sport:1,Soccer
11463315,sr:match:11463315,Djurgaardens IF vs. IF Limhamn Bunkeflo,sr:tournament:214,Damallsvenskan,sr:category:9,Sweden,sr:sport:1,Soccer
11626445,sr:match:11626445,Flamengo SP vs. Bragantino SP,sr:tournament:15281,U20 Paulista,sr:category:13,Brazil,sr:sport:1,Soccer
11626515,sr:match:11626515,EC Sao Bento vs. Sao Bernardo FC SP,sr:tournament:15281,U20 Paulista,sr:category:13,Brazil,sr:sport:1,Soccer
11732961,sr:match:11732961,Navy Football Club vs. Muang Thong United,sr:tournament:1032,Premier League,sr:category:485,Thailand,sr:sport:1,Soccer
11805234,sr:match:11805234,Termalica Bruk-Bet Nieciecza vs. KS Lechia Gdansk,sr:tournament:202,Ekstraklasa,sr:category:47,Poland,sr:sport:1,Soccer
11830028,sr:match:11830028,Stoke City vs. Chelsea FC,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11830090,sr:match:11830090,Burnley FC vs. Huddersfield Town,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11830132,sr:match:11830132,Manchester City vs. Crystal Palace,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11830274,sr:match:11830274,Everton FC vs. AFC Bournemouth,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11830290,sr:match:11830290,Southampton FC vs. Manchester United,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11830572,sr:match:11830572,Swansea City vs. Watford FC,sr:tournament:17,Premier League,sr:category:1,England,sr:sport:1,Soccer
11832756,sr:match:11832756,Montpellier HSC vs. Paris Saint-Germain,sr:tournament:34,Ligue 1,sr:category:7,France,sr:sport:1,Soccer
11836646,sr:match:11836646,FC Lorient vs. AS Nancy,sr:tournament:182,Ligue 2,sr:category:7,France,sr:sport:1,Soccer
11837696,sr:match:11837696,AC Horsens vs. FC Helsingoer,sr:tournament:39,Superligaen,sr:category:8,Denmark,sr:sport:1,Soccer
